PC1,PC2,cluster,category,season,is_weekend
-1.4480229312664576,0.18891032348040912,1,residential,winter,0
-1.0494599236890314,0.6943493534740433,1,residential,winter,0
0.7310429040997377,3.1188118668121545,1,residential,winter,0
1.6741754737501917,4.0864462782563455,2,residential,winter,0
-1.643601414933314,-0.06945888911194538,1,residential,winter,1
-1.0922278190463006,0.6554980665697643,1,residential,winter,1
-1.6378240110792992,-0.06197014014606848,1,residential,spring,0
-1.628507991584028,-0.048224972511120706,1,residential,spring,0
-0.4695896931148111,1.4157404095019153,1,residential,spring,0
-1.4194773613623848,0.22728486166323641,1,residential,spring,0
-1.0979090507794969,0.6393517765318185,1,residential,spring,0
0.6822450521360104,2.9471402582396133,1,residential,spring,1
2.363083496145129,4.568271346795891,2,residential,spring,1
-1.2160291752386907,0.5020255789005382,1,residential,spring,0
-1.6317913410933882,-0.07394699949380103,1,residential,spring,0
-1.6417928896523835,-0.06277430805671406,1,residential,spring,0
-1.6422992819973137,-0.06284906712748502,1,residential,spring,0
-1.6428143069928585,-0.06292510066104402,1,residential,spring,0
-1.649988252027894,-0.07051431865938068,1,residential,spring,1
-1.6505200826654842,-0.07059283340623164,1,residential,spring,1
-1.6444096425195336,-0.06316062067994346,1,residential,spring,0
-1.6449576488405193,-0.0632415296435548,1,residential,spring,0
0.22681138233907025,2.2870304854097054,1,residential,spring,0
1.1255963200306933,3.162964048071837,1,residential,spring,0
4.292246345442975,6.815810816064112,2,residential,spring,0
1.5035535405397975,3.6293635307053824,1,residential,spring,1
0.9668196555624778,3.3963109278560326,1,residential,spring,1
-0.3019199832473552,1.7891395751438819,1,residential,spring,0
2.0919804511227413,4.635792950033659,2,residential,spring,0
0.911906839939104,3.2119106222349494,1,residential,spring,0
-0.8111455380026769,1.0153474765017763,1,residential,spring,0
0.40314836492073025,2.615900863555534,1,residential,spring,0
0.9357129388241322,3.2328875227288187,1,residential,spring,1
1.2695524187514249,3.5873862026482985,1,residential,spring,1
1.964707972316063,4.347612508457683,2,residential,spring,0
3.2024529999683393,5.513267499667855,2,residential,spring,0
3.0038793348510557,5.322297047952711,2,residential,spring,0
-1.635388080289572,-0.0882227055728095,1,residential,spring,0
-1.6553335021611044,-0.06477406423578452,1,residential,spring,0
-1.6626668944018461,-0.07239470574462484,1,residential,spring,1
-0.0538499219360686,1.8386156495996784,1,residential,spring,1
0.716045603878565,2.949527027516399,1,residential,spring,0
-1.389235720919534,0.3218819635952678,1,residential,spring,0
-1.4207485677944942,0.2771858478008817,1,residential,spring,0
-1.299391604188486,0.4229772335303553,1,residential,spring,0
0.595433047683918,2.7515078988555435,1,residential,spring,0
1.597118568338275,3.6451465611831524,1,residential,spring,1
2.0588608884781245,4.303370298030926,2,residential,spring,1
3.5142952196351045,5.9477313117713155,2,residential,spring,0
5.5015798604826,7.159082633447321,2,residential,spring,0
0.9612281855217736,3.0655684840900244,1,residential,spring,0
1.4076451308738955,3.617732504705142,1,residential,spring,0
1.928762889299527,4.043948804520226,2,residential,spring,0
4.083213310923186,6.188062153481387,2,residential,spring,1
3.9230452219565044,6.052367913993142,2,residential,spring,1
4.863851470548813,6.712656744732734,2,residential,spring,0
2.901681439916109,4.417460741970116,2,residential,spring,0
4.4252073979025175,5.659372661994631,2,residential,spring,0
3.04630459034851,4.23215291996895,2,residential,spring,0
0.04324448325844594,2.082463398623556,1,residential,spring,0
0.3691865437864023,2.4651016059501987,1,residential,spring,1
2.744023542757662,4.689072418640931,2,residential,spring,1
0.5258088996554651,2.7545860358052354,1,residential,spring,0
5.635448776880235,6.510775107560937,2,residential,spring,0
4.70591361125615,5.703019059447823,2,residential,spring,0
3.5913396369063397,5.643101501658578,2,residential,spring,0
0.8284979623460983,3.008752302938917,1,residential,spring,0
-0.5503665878016877,1.409267475641171,1,residential,spring,1
1.2640041904670105,3.104565173033709,1,residential,spring,1
4.872692511476711,5.307815894176623,2,residential,spring,0
4.65601800025785,4.519229083157075,2,residential,spring,0
5.342537070435276,4.95099852660395,2,residential,spring,0
9.233040380816954,4.669938908642395,2,residential,spring,0
9.613675007053988,5.1053781125152895,2,residential,spring,0
10.273750379377509,5.3698684564161345,2,residential,spring,1
10.786238310230782,3.1800598880085933,2,residential,spring,1
11.602855113030556,3.9898049224820245,0,residential,spring,0
2.751532900179656,-0.743635687172631,1,residential,spring,0
3.2696330367427944,5.00149617478604,2,residential,spring,0
4.354805094850615,5.436405005584696,2,residential,spring,0
6.5440035443781275,5.071576268732336,2,residential,spring,0
7.37915673994765,4.1586580614455695,2,residential,spring,1
7.0458786675405305,6.5740488953112575,2,residential,spring,1
2.7241001005737586,3.5362200953757124,2,residential,spring,0
0.58211038526044,2.3459652270915057,1,residential,spring,0
2.801435590624174,4.11546283703933,2,residential,spring,0
4.367400166517646,4.845145310034698,2,residential,spring,0
2.0480981730808687,1.783781983205119,1,residential,spring,0
3.803119305780514,3.7165558677294377,2,residential,spring,1
7.635079525824084,5.639357160076527,2,residential,spring,1
9.022605481199282,5.6016660974578265,2,residential,spring,0
9.488301696054938,5.152682792522777,2,residential,spring,0
11.542735744905517,5.069433090905668,2,residential,spring,0
12.955078855991097,4.8129037292309205,0,residential,spring,0
12.327138834080602,2.809681800509934,0,residential,spring,0
6.5689462358021045,1.7673061181294127,2,residential,spring,1
11.328875126157497,4.383054007213086,2,residential,spring,1
13.23651926065766,2.7691638653971196,0,residential,spring,0
14.639881386247483,3.287558900441187,0,residential,summer,0
13.264347426316588,1.4020120683879098,0,residential,summer,0
15.70792455082457,3.223684496462624,0,residential,summer,0
15.668174976539968,2.1027443453475847,0,residential,summer,0
15.282089963172712,2.637155370378768,0,residential,summer,1
14.728392998090401,1.7948010619991153,0,residential,summer,1
12.381474880394935,1.4407918941274027,0,residential,summer,0
8.065630626606648,-1.5407280518718096,2,residential,summer,0
8.689497663063834,1.4180975503142854,2,residential,summer,0
4.0962209825160745,-0.33257994936670093,1,residential,summer,0
9.747559838903882,3.551230435030808,2,residential,summer,0
8.74940124273657,2.8826977715357605,2,residential,summer,1
9.548607987085742,2.714902274118815,2,residential,summer,1
2.7285241500110553,1.3999345371303034,1,residential,summer,0
6.074317537065596,4.4206818728689035,2,residential,summer,0
9.601291300953568,3.5241795415449846,2,residential,summer,0
9.518526774932168,2.412424113073134,2,residential,summer,0
11.16762515557061,4.702556637293775,2,residential,summer,0
12.806717326482856,4.502184318111496,0,residential,summer,1
13.655119552405255,4.037438577647505,0,residential,summer,1
14.704907628453759,3.6657600306684723,0,residential,summer,0
15.491274199588451,3.633139797208966,0,residential,summer,0
16.27522205226036,3.366274728011383,0,residential,summer,0
17.184959522463615,2.879871871908419,0,residential,summer,0
16.944990047636644,2.5596960940759264,0,residential,summer,0
16.489961361843847,3.003654877006991,0,residential,summer,1
15.115980198392378,1.8364004213684006,0,residential,summer,1
6.93709435069955,1.3706184269719321,2,residential,summer,0
6.893929528843711,1.9010430748464355,2,residential,summer,0
6.731593516585115,2.048937286486143,2,residential,summer,0
14.271474352320684,2.9527609993336155,0,residential,summer,0
14.971432104502563,2.491767625217837,0,residential,summer,0
14.455350278804428,1.4907005320029847,0,residential,summer,1
9.829057532617293,0.5294329341352535,2,residential,summer,1
4.0447448636100924,4.230559013357213,2,residential,summer,0
9.82401688596703,5.287263221339585,2,residential,summer,0
13.923092334089402,4.0834681042377685,0,residential,summer,0
14.504580267909429,3.84760901029927,0,residential,summer,0
15.635839801567608,4.1428047895970215,0,residential,summer,0
18.061270877671465,4.291854578890372,0,residential,summer,1
15.396711143405652,1.8321303143962306,0,residential,summer,1
15.9248060846228,4.234523574614793,0,residential,summer,0
16.75414799544192,4.492121527592471,0,residential,summer,0
15.009982949557509,2.7912603675125847,0,residential,summer,0
15.658022892125516,2.3467984586241077,0,residential,summer,0
16.327102925385187,3.7012069952620155,0,residential,summer,0
16.76789099162357,4.1845045600480715,0,residential,summer,1
17.2693164024376,4.835467103507291,0,residential,summer,1
7.685280041122276,1.6900581702974018,2,residential,summer,0
12.746067537492266,4.579814936577707,0,residential,summer,0
14.554153416950664,4.0162930641563666,0,residential,summer,0
14.455016023967193,3.6755329851029734,0,residential,summer,0
13.828268924206478,3.119076497822312,0,residential,summer,0
14.260629119925849,2.4402195133128135,0,residential,summer,1
14.31114408476959,1.9281622579182565,0,residential,summer,1
15.548355869916014,3.116708119259923,0,residential,summer,0
14.85871540890614,1.9814484202335674,0,residential,summer,0
13.766083533449766,2.0786961580663297,0,residential,summer,0
15.305973477677522,2.9427058369508794,0,residential,summer,0
15.087181163190506,3.818475477008971,0,residential,summer,0
16.540350252204096,4.974347014802865,0,residential,summer,1
19.62208134366888,5.7073696538244745,0,residential,summer,1
17.205601933165692,6.2025343317019965,0,residential,summer,0
16.420301494451458,5.552671551028179,0,residential,summer,0
17.68077260108531,3.9982375850227165,0,residential,summer,0
18.43753529147774,4.11224439892198,0,residential,summer,0
15.586541254567429,1.6902240056885902,0,residential,summer,0
14.927405632204634,1.668489995887959,0,residential,summer,1
17.526526407029053,3.9072913870527133,0,residential,summer,1
17.379571386956805,2.3719336708755985,0,residential,summer,0
17.670493983757254,3.342384018292979,0,residential,summer,0
18.812034534139325,3.1873564589803074,0,residential,summer,0
14.794111735850795,1.191468887377376,0,residential,summer,0
6.589933420512726,-0.36989096396913995,2,residential,summer,0
12.318319492480832,3.724485529821336,0,residential,summer,1
16.092696132625044,4.525683031954506,0,residential,summer,1
16.859399927340505,4.921289074479494,0,residential,summer,0
17.223320477091548,4.329535906152021,0,residential,summer,0
17.9707470638667,3.9482359619386806,0,residential,summer,0
13.305817516999927,1.8570718502393566,0,residential,summer,0
3.373447452445106,0.5603130752791013,1,residential,summer,0
9.487199286272142,6.0780471520900585,2,residential,summer,1
13.110865249117147,4.6266429721200995,0,residential,summer,1
14.281143184763675,4.784038130453005,0,residential,summer,0
15.397905714895812,5.353965540972497,0,residential,summer,0
16.545452400510328,5.573079424328857,0,residential,summer,0
17.506641369108372,5.382397884162064,0,residential,summer,0
16.535670845722013,3.625511722375088,0,residential,summer,0
16.229582338231015,4.435479616726569,0,residential,summer,1
19.681093101039398,7.2433596720862035,0,residential,summer,1
20.17613071473931,6.469549044246585,0,residential,summer,0
16.97268269135819,4.650432715998358,0,residential,summer,0
11.721907418712744,2.5100154136338455,0,residential,autumn,0
13.88725207053721,6.123962706970148,0,residential,autumn,0
14.355239338594739,4.459690379439205,0,residential,autumn,0
16.36778796922453,7.017944037172025,0,residential,autumn,1
18.711880108706545,6.626067282771611,0,residential,autumn,1
18.580890471957836,6.43555006112982,0,residential,autumn,0
19.40124126517241,6.962644416584557,0,residential,autumn,0
18.266981806706347,6.305402513527844,0,residential,autumn,0
20.033751427923654,7.490902979378588,0,residential,autumn,0
20.05903950486625,6.325440620336363,0,residential,autumn,0
17.23642212940248,5.812797640493004,0,residential,autumn,1
18.272012687404224,6.2769382198597015,0,residential,autumn,1
18.449167463594662,6.827199757806545,0,residential,autumn,0
17.78717104363216,7.073788957421986,0,residential,autumn,0
18.13096993866018,6.588368515944224,0,residential,autumn,0
17.900673128193024,6.547918001176176,0,residential,autumn,0
17.829736161564053,6.365221914966699,0,residential,autumn,0
18.30938358727919,7.572275446252414,0,residential,autumn,1
14.97203253459537,6.524572557926828,0,residential,autumn,1
4.617805073783633,2.92294259345495,2,residential,autumn,0
4.787783483990896,4.504073317764856,2,residential,autumn,0
6.654899809367118,6.195209737012474,2,residential,autumn,0
5.1158131967401435,3.480483634428779,2,residential,autumn,0
2.5193629734416376,3.348031279441692,2,residential,autumn,0
0.41791898620495693,1.0340928548569388,1,residential,autumn,1
7.2109724270327975,6.243358724398236,2,residential,autumn,1
13.660830113023646,8.554668801401737,0,residential,autumn,0
16.568473763772985,7.432989331222763,0,residential,autumn,0
10.164102594340584,0.3892415837486877,0,residential,autumn,0
12.814704573008303,4.474579995961064,0,residential,autumn,0
18.809088370103083,8.6841055515292,0,residential,autumn,0
19.163703206991617,7.700790413296317,0,residential,autumn,1
17.917218215990125,7.224798829812153,0,residential,autumn,1
16.65128983300732,7.670200637121086,0,residential,autumn,0
17.51120276329744,8.215718341043388,0,residential,autumn,0
11.331700821680949,4.195414412955381,2,residential,autumn,0
9.392295845697097,7.355508594530763,2,residential,autumn,0
13.978843014198782,7.73629362814899,0,residential,autumn,0
13.977452540553774,7.446256339639075,0,residential,autumn,1
13.948128364948657,7.517363420079241,0,residential,autumn,1
16.484882057718206,8.00187727694752,0,residential,autumn,0
17.868295575036143,7.261945321551305,0,residential,autumn,0
9.635296151704724,3.9976819596018935,2,residential,autumn,0
5.975826590672656,2.763340274970855,2,residential,autumn,0
8.526246577742208,7.667607648742544,2,residential,autumn,0
8.639755064351146,7.053364508415513,2,residential,autumn,1
8.007290669256138,7.655599322426844,2,residential,autumn,1
8.009177713813349,7.471637726883478,2,residential,autumn,0
7.73775956928508,7.1558512003835215,2,residential,autumn,0
8.000193714681625,8.180191132840825,2,residential,autumn,0
7.120656594689693,8.603275271871354,2,residential,autumn,0
6.165423420326929,8.092416186412498,2,residential,autumn,0
6.616390340983849,7.615920255266978,2,residential,autumn,1
7.163428988542937,6.785335094125018,2,residential,autumn,1
6.795937852049525,7.024969926871405,2,residential,autumn,0
6.8354682651455745,7.1879836210122825,2,residential,autumn,0
6.014560339304603,6.810754894773711,2,residential,autumn,0
3.4765063493479866,5.222759044726301,2,residential,autumn,0
1.0761020551708227,3.5983586838273007,1,residential,autumn,0
1.2361168562283422,3.742126219665371,1,residential,autumn,1
0.4842417478032878,2.524885896251414,1,residential,autumn,1
3.8395449211972004,5.943860288373387,2,residential,autumn,0
4.851910786328885,6.360905803442968,2,residential,autumn,0
4.063673138384013,6.200500082942156,2,residential,autumn,0
5.018624347379827,6.668838196254324,2,residential,autumn,0
6.205841923241793,7.588931664015542,2,residential,autumn,0
6.384543148572971,7.177150663538772,2,residential,autumn,1
6.735605949763986,6.9976162475152295,2,residential,autumn,1
-0.8973217949719684,1.0149750278750818,1,residential,autumn,0
-1.2961488976659334,0.4040533582767885,1,residential,autumn,0
-1.296405566515666,0.4421064383263135,1,residential,autumn,0
-0.5620834214184383,1.470975714146731,1,residential,autumn,0
0.001980428070752366,2.227335005049868,1,residential,autumn,0
0.4136356180409407,2.7659826957792926,1,residential,autumn,1
0.5847306033310388,2.9894907305440444,1,residential,autumn,1
-0.5796748779189141,1.4531186778628913,1,residential,autumn,0
0.25544490751018284,2.427954646999383,1,residential,autumn,0
1.825683461510498,4.485885026959786,2,residential,autumn,0
0.2663699410044161,2.5688348660539098,1,residential,autumn,0
0.9563945054838241,3.4590996818261552,1,residential,autumn,0
2.9763257310852937,5.7593640210466415,2,residential,autumn,1
2.729368621611779,5.485957388464465,2,residential,autumn,1
-1.6521564501450599,-0.06407008458977612,1,residential,autumn,0
-1.6513354582542052,-0.06418311724460918,1,residential,autumn,0
-1.2402916184491097,0.5219862893986804,1,residential,autumn,0
-0.08314084924982046,2.118252773723625,1,residential,autumn,0
0.3937936091077988,2.6835342040299914,1,residential,autumn,0
-0.7395693849733948,1.1771848277371921,1,residential,autumn,1
-0.5111135952155269,1.4741359555774662,1,residential,autumn,1
-0.07600491811022235,2.003198672826196,1,residential,autumn,0
-0.792351148186178,1.1299231424026408,1,residential,autumn,0
-0.8580808729895752,1.0166635019070471,1,residential,winter,0
-1.3755347148726966,0.3188837800868336,1,residential,winter,0
-1.4423480823736932,0.1762903521679269,1,residential,winter,0
-1.5173073591458526,0.0746088410611463,1,residential,winter,1
-1.5708542393230778,0.043201676934192995,1,residential,winter,1
-1.2393644361976797,0.5103919846666937,1,residential,winter,0
-1.6432279127689213,-0.0629861575540935,1,residential,winter,0
-1.5323464490701646,0.09320632097228844,1,residential,winter,0
-1.6421929981444197,-0.06283339363032502,1,residential,winter,0
-1.3386876129209184,0.3676003785628806,1,residential,winter,0
-1.3120974466664397,0.4076796829012174,1,residential,winter,1
-1.6473449856895874,-0.07014642036455598,1,residential,winter,1
-1.6402279948751874,-0.06254323702550445,1,residential,winter,0
-1.6401024833523339,-0.06204576124278944,1,residential,winter,0
-1.4912625119672422,0.14605032712509544,1,residential,winter,0
-1.6390562484756843,-0.06204951248276779,1,residential,winter,0
-1.6384105636125859,-0.06227476299178267,1,residential,winter,0
-1.644630756436684,-0.06972310949370998,1,residential,winter,1
-1.644210445403908,-0.06966101469664665,1,residential,winter,1
-1.6371497397027739,-0.06208847684707742,1,residential,winter,0
-1.6367496536701218,-0.06202937108558952,1,residential,winter,0
-1.636359882526986,-0.06197178193880303,1,residential,winter,0
-1.6359804554180504,-0.06191572764691453,1,residential,winter,0
-1.1194408865123027,0.6704409322788498,1,residential,winter,0
-1.447283016228921,0.20621137024450562,1,residential,winter,1
-1.3888501643123479,0.2831163314268039,1,residential,winter,1
-1.2121138909728242,0.5410965010704835,1,residential,winter,0
-1.6342319093032625,-0.06167987939766115,1,residential,winter,0
-0.7634256532698996,1.148874063738198,1,residential,winter,0
-1.5423669706415093,0.0645897722796908,1,residential,winter,0
-1.49537847598917,0.13330972755052145,1,residential,winter,0
-2.1026039931848093,-0.03613107046729155,1,residential,winter,0
-2.1086972173363394,-0.04537322642628098,1,residential,winter,1
-2.1542863689167975,-0.11276472173460043,1,residential,winter,1
-2.1531410178077297,-0.11166545288211252,1,residential,winter,0
-2.1529549673801562,-0.11164054855996003,1,residential,winter,0
-2.1527782127922004,-0.11161688288247075,1,residential,winter,0
-2.1526107927935385,-0.11159447100453819,1,residential,winter,0
-2.1524527682391352,-0.11157331793860162,1,residential,winter,0
-2.153254239754675,-0.11262656198982601,1,residential,winter,1
-2.153115129581365,-0.11260794016147131,1,residential,winter,1
-2.1520354800541805,-0.11151746449278706,1,residential,winter,0
-2.151915456319717,-0.1115014004470222,1,residential,winter,0
-2.15180504154465,-0.11148660585532591,1,residential,winter,0
-2.1517042375464595,-0.1114731180223611,1,residential,winter,0
-2.1516130898775923,-0.11146093299190668,1,residential,winter,0
-2.1524817242901593,-0.1125231420357659,1,residential,winter,1
-2.1524099754038097,-0.11251353996993574,1,residential,winter,1
-2.151397888383015,-0.11143212741744252,1,residential,winter,0
-2.1513456331751746,-0.11142513352870288,1,residential,winter,0
-2.151303143856408,-0.11141943644178717,1,residential,winter,0
-2.1512704156925606,-0.11141507513058882,1,residential,winter,0
-2.15124748782607,-0.11141200703647638,1,residential,winter,0
-2.1521844172875975,-0.11248338749317086,1,residential,winter,1
-2.152181082083626,-0.11248294369873044,1,residential,winter,1
-2.1512374835461165,-0.11141068064974273,1,residential,winter,0
-2.1512537456663727,-0.11141286248812912,1,residential,winter,0
-2.151279796960575,-0.11141635448726965,1,residential,winter,0
-2.1513156389873234,-0.11142115599442548,1,residential,winter,0
-2.1510116002970974,-0.11090974104488581,1,residential,winter,0
-2.152366690568398,-0.11250782091117786,1,residential,winter,1
-2.1524318078748808,-0.11251654611025462,1,residential,winter,1
-2.151556583789606,-0.11145343629155519,1,residential,winter,0
-2.1516411351209275,-0.11146475733446175,1,residential,winter,0
-2.1517353569107867,-0.11147737978375916,1,residential,winter,0
-2.1518392419088004,-0.11149127498619744,1,residential,winter,0
-2.151952727041472,-0.11150648709404676,1,residential,winter,0
-2.1530258697351092,-0.11259610266328952,1,residential,winter,1
-2.153158500996372,-0.11261386427789201,1,residential,winter,1
-2.1523505791112845,-0.1115597646313295,1,residential,winter,0
-2.1525021856220063,-0.11158006774268908,1,residential,winter,0
-2.1526632165088784,-0.11160163106502058,1,residential,winter,0
-2.1537836808117286,-0.11269758422419289,1,residential,winter,0
-2.153963417298309,-0.11272165001881168,1,residential,winter,0
-2.1541524149926814,-0.11274696326874444,1,residential,winter,1
-2.0843253726646553,-0.015419232299634395,1,residential,winter,1
-2.1545580276044096,-0.11280124865087744,1,residential,winter,0
-2.116979745634399,-0.05867378385460247,1,residential,winter,0
-2.0812079915196806,-0.008702247448236283,1,residential,winter,0
-2.0957203877604025,-0.029037294120379892,1,residential,winter,0
-2.149116086439306,-0.10415034644705079,1,residential,winter,0
-2.1515904515117943,-0.10723386771916935,1,residential,winter,1
-2.073620795578985,0.0005022882535084911,1,residential,winter,1
-2.0668636447028126,0.009860234577694041,1,residential,winter,0
-2.138081712275096,-0.08744081166224978,1,residential,winter,0
-2.094306479160903,-0.031961836995862955,1,residential,winter,0
-1.9417310515700856,0.1600954158113736,1,residential,winter,0
-1.7062369551508323,0.3520551583973241,1,residential,winter,0
-2.133378483392158,-0.08106015256314934,1,residential,winter,1
-2.126033461549376,-0.07054255799565268,1,residential,winter,1
-2.157433547466572,-0.11224034461875709,1,residential,spring,0
-2.1577694401503535,-0.11228531603212256,1,residential,spring,0
-2.1380657412285333,-0.09064372732799587,1,residential,spring,0
-2.157695393948404,-0.11131441798019376,1,residential,spring,0
-2.118618584407477,-0.05962875670652608,1,residential,spring,0
-1.8365239311951755,0.15864225613307942,1,residential,spring,1
-1.3653671301759902,0.4395360569172614,1,residential,spring,1
-1.8884949667371873,-0.04199462322868816,1,residential,spring,0
-2.160335093113706,-0.11262868631865974,1,residential,spring,0
-2.160730843500821,-0.11268165337097061,1,residential,spring,0
-2.1611335555357023,-0.11273550425180966,1,residential,spring,0
-2.16154312770166,-0.1127902778419103,1,residential,spring,0
-2.162909506774354,-0.1139190865775505,1,residential,spring,1
-2.163332443815936,-0.11397564749160276,1,residential,spring,1
-2.162811816642726,-0.11295994271567543,1,residential,spring,0
-2.163247621564432,-0.11301821308529107,1,residential,spring,0
-2.0818773234550205,-0.013800010720731563,1,residential,spring,0
-1.8290634435897934,0.21070047786898874,1,residential,spring,0
-1.3792964124074027,0.5950923032789945,1,residential,spring,0
-1.6850880466293232,0.32319296611148707,1,residential,spring,1
-1.877704841784907,0.23463483175022634,1,residential,spring,1
-2.1245817664295705,-0.05511120313722191,1,residential,spring,0
-1.7776119182050731,0.26213640816339856,1,residential,spring,0
-1.9003394582084068,0.22225307186071175,1,residential,spring,0
-2.1674345220713835,-0.11357814108784621,1,residential,spring,0
-2.12493480549126,-0.05545782750152597,1,residential,spring,0
-2.084795803797585,-0.0059292813725193025,1,residential,spring,1
-1.9942588201033102,0.08467947753896984,1,residential,spring,1
-1.840163519887331,0.20911003698940822,1,residential,spring,0
-1.5745998064724946,0.3917773465462386,1,residential,spring,0
-1.445105648507205,0.4549302394691866,1,residential,spring,0
-2.15959048061297,-0.09943865733471474,1,residential,spring,0
-2.1714988350611186,-0.11412168972472085,1,residential,spring,0
-2.1729756258043245,-0.11526526546500014,1,residential,spring,1
-2.077547069820649,0.007848698603043509,1,residential,spring,1
-1.9561751531965164,0.14123931154968325,1,residential,spring,0
-2.135416806291563,-0.05968868205168811,1,residential,spring,0
-2.169751193896949,-0.10837181637167906,1,residential,spring,0
-2.1498452234962135,-0.08143947870279634,1,residential,spring,0
-1.7670412970299563,0.2703705038517736,1,residential,spring,0
-1.5379671428303006,0.38981112641395665,1,residential,spring,1
-1.3970464617952223,0.44313937511243057,1,residential,spring,1
-1.0258066062114657,0.5504005289572055,1,residential,spring,0
-0.6856449172284682,0.6707843456526326,1,residential,spring,0
-1.214928930536851,0.17083824407504344,1,residential,spring,0
-1.5714126240832198,0.34960175784360675,1,residential,spring,0
-1.3494761845980807,0.3660606991330977,1,residential,spring,0
-0.9657294316836411,0.5714146211167592,1,residential,spring,1
-0.9342830961073303,0.5528720173335877,1,residential,spring,1
-0.7477130248784329,0.5757235514545831,1,residential,spring,0
-0.8830548298994418,0.31650637924942027,1,residential,spring,0
-0.6956985481474497,0.357852293549412,1,residential,spring,0
-0.8581499093169249,0.28754857995134137,1,residential,spring,0
-1.4607969586402083,0.01909685646852248,1,residential,spring,0
-1.616174841994573,0.24684979433603388,1,residential,spring,1
-1.0885772517188603,0.47009732645540186,1,residential,spring,1
-1.3416273653477422,0.19009184747682645,1,residential,spring,0
-0.7920519656221342,0.6695867707437114,1,residential,spring,0
-0.736095363185688,0.3769941723669098,1,residential,spring,0
-0.859279760277188,0.34861315587123987,1,residential,spring,0
-1.601302618139087,0.28613772413767485,1,residential,spring,0
-1.750198849975518,0.16274187512863683,1,residential,spring,1
-1.3759178915659538,0.3863462417262766,1,residential,spring,1
-0.4841740477556037,0.5232976600527893,1,residential,spring,0
-0.36205974822882137,0.33140194179469523,1,residential,spring,0
-0.4584450137226826,0.49470026973186637,1,residential,spring,0
0.3288116455547342,0.3495862156476336,1,residential,spring,0
0.4333722060717552,0.40852342814200504,1,residential,spring,0
0.48331846674423473,0.45267716714893724,1,residential,spring,1
0.5318515969873735,0.16107301040235175,1,residential,spring,1
0.7019737987192938,0.2469260970322792,1,residential,spring,0
-0.7103785593947093,-0.3756107967187889,1,residential,spring,0
